"TeamID","SEASON","LeagueID","PLAYER","NUM","POSITION","HEIGHT","WEIGHT","BIRTH_DATE","AGE","EXP","SCHOOL","PLAYER_ID"
"1610612740","2011","00","Al-Farouq Aminu","0","F","6-9","215","SEP 21, 1990","21","1","Wake Forest","202329"
"1610612740","2011","00","Trevor Ariza","1","F","6-8","210","JUN 30, 1985","27","7","UCLA","2772"
"1610612740","2011","00","Jarrett Jack","2","G","6-3","197","OCT 28, 1983","28","6","Georgia Tech","101127"
"1610612740","2011","00","Xavier Henry","4","G","6-6","220","MAR 15, 1991","21","1","Kansas","202333"
"1610612740","2011","00","Marco Belinelli","8","G","6-5","195","MAR 25, 1986","26","4"," ","201158"
"1610612740","2011","00","Eric Gordon","10","G","6-3","215","DEC 25, 1988","23","3","Indiana","201569"
"1610612740","2011","00","Jerome Dyson","11","G","6-3","180","MAY 01, 1987","25","R","Connecticut","202406"
"1610612740","2011","00","Jason Smith","14","F-C","7-0","240","MAR 02, 1986","26","3","Colorado State","201160"
"1610612740","2011","00","Gustavo Ayon","15","F-C","6-10","250","APR 01, 1985","27","R","Tepic, Mexico","202970"
"1610612740","2011","00","Greivis Vasquez","21","G","6-6","211","JAN 16, 1987","25","1","Maryland","202349"
"1610612740","2011","00","Carl Landry","24","F","6-9","248","SEP 19, 1983","28","4","Purdue","201171"
"1610612740","2011","00","Darryl Watkins","31","C","6-11","258","NOV 08, 1984","27","1","Syracuse","201208"
"1610612740","2011","00","Chris Kaman","35","C-F","7-0","265","APR 28, 1982","30","8","Central Michigan","2549"
"1610612740","2011","00","Lance Thomas","42","F","6-8","225","APR 24, 1988","24","R","Duke","202498"
"1610612740","2011","00","Emeka Okafor","50","C","6-10","255","SEP 28, 1982","29","7","Connecticut","2731"
